;text;ciberbullying
2006;"After today  I will NO longer be doing ANY profile pic reading  so don&#039;t even bother asking.";1
2007;What do you think about formspring.me so far?;0
2008;do you ever wish that you could somehow go back in time? and for what reasons  if you dont mind me asking anyway.;0
2009;OMMMMF ! omq m@ b@3! D!$ $h!+ cr@zy ! N33d yo d!ck;1
2010;In Cali  Colombia  a woman may only have sex with her husband and the first time this happens  her mother must be a witness. :-O :-( ewww/eeeek;0
2011;i hope you know i hate you. frances is one of my best friends! ass hole!;1
2012;What was the easiest time in you life?;0
2013;what size are those tires? 12 inch?;0
2014;Which are better:  Legos or Lincoln Logs?;0
2015;Josh!!!! you are a desparate little guy;1
2016;This canned meat is in a blue can. Rectangular with snap top.;0
2017;Would you tattoo my name on your upper arm?r;0
2018;have you ever thought about the reason your living? i mean  i have  but i never know..its kinda confusing if you think about it.;1
2019;Do siamese twins pay for one ticket or two tickets when they go to movies and concerts?;0
2020;Why are cats free and dogs cost money?;1
2021;have you ever hooked up with someone who was taken or married? did you feel guilty? if not  would you?;0
2022;In school  what were your favourite subjects ?? .. Did you go to school to learn  socialise  or eat your lunch :P ?? ..;0
2023;wow you guys are soo annyoing hope the fuckk offf aujalas pagee :);1
2024;"One no im not testing you who ever is i duno. Two i mean getting hit with a golf club hurts. Three he works at metal box  making cans (like coke n lemoanade ones) &amp;&amp;fixing machines there or summut :)";0
2025;"u told austin that u were never alex&apos;s friend but then u tell alex the opposite whats going on here? and who are u lying to?";1
2026;"your opinion really helped ;> thanks ;>";0
2027;If I stopped talking to you would you care?;1
2028;what makes YOU determine whether or not u wana date a person or justttt sleep with them?;0
2029;"i thiink its pretty funny that your like  &quot;stfu when  you wasted your time writing that?&quot; how about you stfu and stop wasting your time replying tabi.";1
2030;What are you tired of hearing about?;0
2031;Is prostitution and porn the same thing? Getting paid to have sex. Then why is porn legal  but prostitution (in most places) is not?;0
2032;What do you think is worst weave or corn rows?;0
2033;but i want your hairy ass then after i lick it i can fuck it you know you want it;1
2034;lmao thanks for your blonde monment =];0
2035;Why do superheros wear their underwear on the outside of their clothes?;0
2036;are u bi;1
2037;"If a book on &apos;How to achieve success?&apos; is a failure  is it a success?";0
2038;but ashley! its Robert. and you know i have cravings to eat our childrenD:;1
2039;last one - Are you an organ donor? (Drivers Liscence);0
2040;is there a time in your life that you wish you could take back?;0
2041;when your with rachel does she ever talk shit bout kasey?;0
2042;How easily do you sunburn? Do you use sunscreen when out in the sun? What ways do you soothe your sunburns when you get them?;0
2043;:ccccr no;1
2044;"I always wonder why those damn rapist that rape lito girls dont just fucken a pay damn prostitute &amp;&amp; fuck them? Fuck it kills me to see lito girls dying like that :|";0
2045;ahh pink is quite hot actually :);0
2046;"If a cop pulled you over and asked to go through your vehicle and you don&#039;t have anything to be ashamed of  would you let them? Why?";0
2047;"Your so fucking immature I&#039;m sorry you have no friends so you have to be rude to everyone";1
2048;your a fuckin ugly bitch you look like a man in the face :);1
2049;3 physical features you get complimented on a lot?;0
2050;"Hello bitch! How&#039;s ur day going? Good I hope :) it&#039;s beautiful and sunny!";1
2051;nooooo the answer is 42 spank you very much! D:<;0
2052;"actually i dont have a fromspring account and yea i&apos;ll say my name im never going to see your little pathetic self again. daniela happy?! are you going to stop looking like a hoe?";1
2053;spamm me! :);1
2054;Bet yu wont touch her hoe cus if you do you got it coming her way bitch;1
2055;Should homosexuals be allowed to adopt? Explain.;0
2056;Are you a risk taker? If yes  what kind of risks had you taken? If not  why not?;0
2057;What would your dream job look like?;0
2058;Does it bother you that travesti immitate your favorite singers?;0
2059;C cup or B cup;1
2060;you know you would like having your hairy ass licked bet you even got hard reading about it so how about it is it hairy;1
2061;do u get annoyed when ppl swear? whats a good way to let someone know u prefer for them to not swear while talkin to u - but not hurt their feelings at the same time????;0
2062;have u ever hurt urself just to hurt someone else? explain;0
2063;"your boyfriend/girlfriend just left you for someone else do you go kelly clarkson on &#039;em and mess up their apartment or just let it go?";0
2064;Would you rather put a pornographice photo of yourself on the Internet which will be on there forever or let a petty-feel-ya touch you all over in xrated places?ue113;0
2065;"Lol .. Yeah  your thought on my response is right lmbo .. WhaAatever lol :P .. You&apos;ll be back! Lol .. You know you&apos;ll be back XD lol .. I&apos;ll try not to spam you ;) .. Won&apos;t make any promises though XD .. Lol ..";0
2066;If you add your username to your ignore list  would you not be able to read your own posts?;0
2067;"WHATEVER. Im gunna leave before you guys cry &amp; get yourselves hurt  i mean your begging me to leave  bye pussys!!!!!!!!!!!!!";1
2068;Who is your favorite Star Wars character?;0
2069;"Ok bitch.. wanna get started on me ?.. Ok one faggot is an over used term that people try to use on me to get me to feel bad.. two.your nothing but alowlife bitch who gets the kicks out of starting shit with people don&#039;t comestarting shit on my formspring";1
2070;"Does &quot;gabe&quot; sound like a porn stars name?  One of my past contacts said it did.lol  Hope you a great day:-)";0
2071;your so fack  go suck a VAG!;1
2072;okay okay :)r uhhh... do you like girls?;1
2073;are you more of a baker or a cook?;0
2074;your a fagggggg;1
2075;"Stop making fakes of yourself. You are ugly as fuck. You&#039;re not actually 16 bitch. And you&#039;re deff not a cyrus. Get a mother fucking life  cunt.";1
